id,carat,cut,color,clarity,depth,table,price
16159,0.51,5,5,3,60.0,57.0,1406
16160,0.43,4,3,4,61.9,55.0,1016
16161,0.38,5,5,4,62.1,53.8,789
16162,0.34,5,7,1,62.5,57.0,413
16163,0.59,4,3,4,60.7,56.0,1572
16164,0.71,5,6,4,62.2,56.0,3103
16165,0.92,4,6,3,62.2,58.0,4562
16166,0.41,5,4,8,61.0,57.0,1431
16167,0.3,4,4,7,60.7,59.0,789
16168,0.4,3,3,6,59.7,57.0,882
16169,1.57,5,3,1,62.8,56.0,5170
16170,1.17,1,2,2,59.2,68.0,3833
16171,0.31,5,5,4,62.6,57.0,625
16172,0.3,3,2,3,61.2,58.0,405
16173,0.53,2,3,5,57.6,64.0,1282
16174,1.02,4,7,2,62.1,57.0,4381
16175,0.91,4,4,3,62.2,59.0,3975
16176,0.3,3,3,3,62.9,58.0,421
16177,0.91,3,1,4,61.0,58.0,3258
16178,0.4,5,6,6,61.6,56.0,1145
16179,0.32,5,3,6,61.7,56.0,828
16180,0.31,5,4,8,61.9,54.0,891
16181,0.32,5,5,4,62.4,55.0,645
16182,0.7,5,5,7,61.7,56.0,4951
16183,0.3,5,3,7,62.2,55.0,665
16184,1.01,5,3,5,61.5,56.0,4779
16185,2.1,3,1,2,62.0,62.0,12196
16186,1.25,3,2,3,62.1,58.0,5699
16187,0.26,3,4,4,62.4,57.0,397
16188,0.77,3,4,5,62.8,58.0,2986
16189,0.36,5,3,6,62.3,57.0,932
16190,1.0,2,4,7,63.8,60.0,7134
16191,0.54,5,2,5,61.9,54.0,1216
16192,1.27,5,5,4,61.0,59.0,9547
16193,0.4,5,2,5,61.5,59.0,736
16194,0.32,5,3,5,61.1,56.0,561
16195,0.37,5,1,5,62.6,57.0,487
16196,0.5,5,6,3,61.6,57.0,1337
16197,0.53,5,6,7,62.1,55.0,2604
16198,0.24,3,5,7,58.7,59.0,552
16199,0.9,4,4,4,59.0,58.0,3841
16200,0.31,5,7,4,62.1,54.0,734
16201,0.73,4,4,4,61.4,59.0,2770
16202,1.09,5,7,6,61.3,57.0,12185
16203,0.74,5,7,3,62.2,56.0,2723
16204,0.52,4,6,4,60.7,58.0,1689
16205,0.51,4,4,7,61.6,59.0,1971
16206,1.01,2,3,4,63.9,58.0,4208
16207,0.41,4,7,3,59.6,59.0,1015
16208,1.01,2,6,3,63.8,60.0,4256
16209,1.98,4,2,5,62.5,58.0,16171
16210,0.33,5,4,8,61.0,57.0,925
16211,1.02,5,4,3,60.5,59.0,4882
16212,1.02,3,2,3,62.9,58.0,3927
16213,0.5,3,3,3,60.9,61.0,1133
16214,0.54,4,6,5,60.3,58.0,1939
16215,0.3,5,7,4,61.6,56.0,670
16216,1.14,5,1,3,60.2,57.0,3045
16217,1.0,4,5,2,62.4,56.0,3977
16218,0.73,1,2,1,66.1,58.0,1175
16219,0.75,4,6,4,62.1,57.0,3024
16220,0.77,5,7,3,62.6,57.0,2949
16221,1.52,5,5,4,62.5,55.0,14915
16222,0.23,3,6,7,60.2,59.0,478
16223,1.06,5,5,4,62.1,55.0,7334
16224,0.52,3,5,6,62.1,58.0,2064
16225,1.21,5,3,2,62.1,58.0,6347
16226,0.33,4,3,5,59.2,58.0,579
16227,0.31,5,5,8,62.3,57.0,1122
16228,0.78,5,7,5,62.1,55.0,4336
16229,0.23,3,5,6,60.4,61.0,465
16230,0.51,5,7,3,61.6,56.0,1687
16231,0.44,5,2,4,61.9,54.0,732
16232,0.3,4,7,3,62.5,58.0,709
16233,1.0,3,7,2,63.4,58.0,3304
16234,0.41,5,4,6,61.0,57.0,1076
16235,0.53,3,1,3,62.7,54.0,1014
16236,0.82,5,7,4,62.4,54.0,4327
16237,1.01,2,7,2,64.0,56.0,4234
16238,0.62,5,4,5,62.4,57.0,2178
16239,1.01,4,5,3,62.2,59.0,5345
16240,1.14,5,1,4,61.4,55.0,4906
16241,0.73,5,7,4,61.5,55.0,3980
16242,0.43,5,4,8,61.6,57.0,1341
16243,0.32,5,6,8,61.2,57.0,1300
16244,2.0,2,2,4,63.5,59.0,14889
16245,1.02,5,6,4,60.2,56.0,7465
16246,2.0,3,1,2,62.6,57.0,12342
16247,0.32,5,5,5,61.9,56.0,716
16248,1.2,5,3,3,62.7,55.0,6512
16249,1.01,3,6,6,63.3,55.0,9140
16250,0.28,3,4,7,61.9,55.0,586
16251,1.02,3,5,6,59.4,59.0,8627
16252,1.2,3,2,2,63.7,56.0,5490
16253,1.54,3,2,5,61.1,63.0,10349
16254,2.11,4,3,2,60.9,59.0,12633
16255,0.34,4,7,2,60.6,60.0,650
16256,0.71,3,4,3,62.9,56.0,2184
16257,0.87,3,4,2,59.9,58.0,2802
16258,0.41,4,1,7,60.1,58.0,994
16259,1.54,4,2,2,62.4,59.0,6640
16260,1.0,4,6,2,61.0,59.0,3752
16261,0.35,5,7,4,61.6,56.0,1063
16262,1.0,4,5,3,62.2,58.0,4586
16263,0.47,3,4,5,60.5,59.4,1203
16264,0.7,3,7,5,61.5,55.0,3239
16265,0.32,4,6,3,61.6,56.0,720
16266,1.03,5,4,6,61.6,57.0,7876
16267,0.72,3,1,3,61.1,57.0,1866
16268,1.01,4,4,4,61.9,59.0,5864
16269,1.26,5,1,2,62.8,54.0,4860
16270,0.37,4,2,7,61.6,59.0,681
16271,0.53,5,5,2,60.3,56.0,1335
16272,0.91,4,3,4,62.8,58.0,4128
16273,0.31,4,3,7,60.6,59.0,907
16274,0.32,4,5,4,61.7,58.0,645
16275,0.84,5,7,7,62.0,54.0,6399
16276,1.0,5,3,4,62.5,56.0,5139
16277,1.01,5,5,3,61.7,56.0,5932
16278,1.18,1,2,4,62.0,66.0,4553
16279,1.02,5,2,3,62.0,56.0,4738
16280,0.56,5,7,4,62.2,56.0,2066
16281,1.63,4,4,3,59.9,60.0,11578
16282,0.39,5,5,8,61.9,57.0,1368
16283,0.59,5,4,6,62.2,56.0,2169
16284,0.31,4,5,4,62.4,58.0,625
16285,0.41,2,4,2,63.6,54.0,611
16286,1.3,4,3,5,61.5,58.0,7714
16287,0.58,2,6,7,61.9,63.0,2243
16288,1.01,3,3,4,59.7,64.0,5911
16289,1.51,1,3,2,65.5,56.0,6816
16290,0.37,5,6,5,61.2,56.0,876
16291,0.4,3,7,6,58.4,60.0,977
16292,0.84,5,4,4,62.0,55.0,3936
16293,1.09,5,3,3,61.9,57.0,5358
16294,0.79,4,3,4,62.6,61.0,2726
16295,0.98,4,2,1,59.6,60.0,2064
16296,0.71,5,7,3,61.4,55.0,3502
16297,0.36,5,1,3,62.3,53.0,439
16298,0.3,5,2,5,62.2,56.0,518
16299,0.31,4,7,3,61.4,58.0,571
16300,1.13,4,4,4,61.9,58.0,7151
16301,0.27,5,2,8,60.5,57.0,587
16302,0.44,4,3,2,58.4,60.0,759
16303,1.7,4,4,2,62.5,58.0,10574
16304,1.24,3,3,2,63.2,55.0,5486
16305,0.24,3,6,7,60.4,62.0,485
16306,1.0,2,5,5,57.8,59.0,6552
16307,0.33,4,4,5,62.8,58.0,854
16308,0.7,5,6,3,60.6,57.0,2537
16309,0.81,5,2,3,62.2,57.0,2323
16310,0.46,4,2,2,60.3,62.0,880
16311,1.52,4,4,4,62.6,55.0,12958
16312,0.4,3,7,5,62.9,55.0,1004
16313,2.72,1,1,1,68.2,56.0,6870
16314,0.3,3,4,6,61.3,58.0,684
16315,1.5,4,7,1,62.4,60.0,3780
16316,0.7,3,4,4,63.1,58.0,2479
16317,0.32,4,3,3,62.3,60.0,591
16318,0.57,5,4,5,62.2,54.0,1837
16319,0.27,5,6,5,61.6,57.0,603
16320,1.02,2,5,5,63.7,57.0,7068
16321,1.22,4,5,4,62.3,57.0,8731
16322,1.08,5,4,3,61.7,56.0,5439
16323,0.3,5,5,5,61.7,56.0,570
16324,0.54,5,3,7,61.9,54.0,1774
16325,1.07,4,6,2,60.5,59.0,4362
16326,0.51,1,5,3,65.6,54.0,1052
16327,1.5,3,1,3,62.5,58.0,6987
16328,0.35,4,7,4,62.0,58.0,829
16329,0.23,3,5,4,61.0,59.0,402
16330,0.95,5,2,2,61.2,56.0,3918
16331,0.53,5,5,4,61.9,55.0,1621
16332,0.42,4,5,7,60.5,58.0,1389
16333,0.73,4,6,2,60.6,59.0,2335
16334,1.5,4,6,3,60.0,58.0,11795
16335,2.01,5,6,2,62.1,57.0,13387
16336,1.02,4,5,3,61.8,59.0,5686
16337,0.5,3,7,4,62.8,60.0,1627
16338,1.22,4,3,3,62.4,58.0,6153
16339,0.86,4,5,2,61.8,58.0,2980
16340,0.55,5,3,6,61.7,57.0,1715
16341,1.2,4,3,4,60.6,58.0,6666
16342,0.82,5,7,3,61.9,56.0,4113
16343,0.51,3,6,4,60.2,62.0,1393
16344,0.32,3,4,3,62.0,55.0,477
16345,1.01,4,5,4,62.4,58.0,6097
16346,0.4,5,2,5,62.0,54.0,828
16347,0.71,5,5,3,61.2,55.0,3421
16348,1.02,3,3,3,63.7,55.0,4552
16349,1.52,4,4,5,61.4,58.0,13034
16350,0.31,4,3,4,62.5,54.0,628
16351,0.73,5,5,6,62.2,54.0,3193
16352,1.05,4,4,2,60.1,60.0,3828
16353,0.2,4,6,2,60.2,62.0,345
16354,1.24,1,3,2,65.0,54.0,5208
16355,0.4,5,4,4,61.2,57.0,807
16356,0.7,2,5,2,59.0,57.0,2100
16357,0.53,5,4,3,61.1,55.0,1549
16358,1.54,4,6,4,60.8,58.0,15185
16359,0.31,4,4,6,61.8,58.0,707
16360,1.35,3,2,2,58.6,63.0,5579
16361,0.5,2,7,3,63.7,56.0,1436
16362,0.41,5,6,5,62.1,55.0,1153
16363,0.32,4,7,3,60.9,60.0,589
16364,0.34,3,5,2,63.0,58.0,447
16365,1.23,4,4,3,62.5,62.0,5039
16366,0.41,5,4,8,61.5,57.0,1269
16367,1.0,2,3,4,60.9,61.0,5254
16368,0.5,5,4,6,62.0,56.0,1935
16369,0.54,5,4,5,61.7,56.0,1809
16370,0.3,5,6,4,61.5,55.0,658
16371,0.9,4,5,2,62.0,61.0,3704
16372,0.55,5,5,6,62.4,55.0,2242
16373,1.21,3,7,6,62.4,56.0,13630
16374,2.11,5,3,2,60.0,56.0,12226
16375,0.4,5,2,7,63.0,55.0,790
16376,0.39,5,5,7,61.4,54.0,1129
16377,2.42,4,1,4,61.3,59.0,17168
16378,0.31,2,6,3,63.4,55.0,544
16379,0.4,5,7,2,61.3,56.0,798
16380,0.38,5,5,6,62.0,55.0,963
16381,0.5,1,5,1,69.8,55.0,584
16382,0.31,4,5,3,60.6,60.0,663
16383,0.54,4,7,3,60.4,60.0,1786
16384,0.71,3,5,2,60.5,62.0,2138
16385,1.01,5,7,2,62.5,57.0,5206
16386,1.01,4,5,4,59.2,60.0,6416
16387,0.39,4,4,3,61.4,56.0,936
16388,0.41,3,7,3,63.4,56.0,907
16389,1.01,3,5,2,63.4,60.0,3563
16390,0.51,3,7,3,61.0,60.0,1569
16391,0.57,5,6,4,61.6,56.0,1851
16392,1.05,3,3,2,63.8,58.0,4112
16393,0.71,5,2,4,62.1,57.0,2270
16394,0.59,5,4,4,62.9,56.0,1622
16395,0.33,5,4,5,61.6,57.0,854
16396,0.53,5,5,5,61.8,56.0,1908
16397,0.9,3,7,4,58.8,61.0,4729
16398,0.34,5,4,6,61.9,57.0,775
16399,1.01,3,4,3,62.7,58.0,5231
16400,0.52,2,5,5,61.0,61.0,1419
16401,0.3,3,2,7,62.5,60.0,552
16402,0.31,5,3,3,61.3,55.0,421
16403,2.04,5,3,2,62.0,56.0,16319
16404,0.4,5,7,7,61.8,55.0,1754
16405,0.33,5,7,4,62.1,56.0,781
16406,0.83,5,6,2,61.9,53.0,3103
16407,0.23,5,4,8,61.8,56.0,536
16408,0.73,5,4,6,61.3,57.0,2843
16409,1.17,5,4,4,61.5,57.0,6139
16410,0.32,5,3,4,62.0,55.0,505
16411,0.3,4,7,4,62.0,62.0,851
16412,0.48,5,3,3,61.2,56.0,927
16413,0.5,5,5,3,59.9,57.0,1286
16414,1.16,3,7,3,61.8,58.0,5695
16415,0.51,5,6,3,61.5,54.0,1356
16416,0.77,4,4,6,60.8,59.0,3299
16417,2.03,4,2,4,58.5,60.0,16309
16418,0.3,3,4,5,62.8,57.0,605
16419,0.51,2,6,3,63.2,61.0,1343
16420,0.4,5,2,6,62.0,54.0,758
16421,1.51,5,3,4,64.2,59.0,10959
16422,1.04,5,4,5,61.5,57.0,7457
16423,0.34,5,3,5,62.7,55.0,596
16424,0.53,5,6,2,60.9,57.0,1223
16425,0.37,3,6,7,60.9,56.0,1055
16426,2.0,2,1,5,62.4,58.0,14973
16427,2.03,4,4,3,61.3,59.0,18423
16428,0.77,5,5,3,61.3,56.0,2717
16429,0.9,4,4,2,62.1,58.0,3246
16430,1.14,4,3,3,59.3,59.0,5458
16431,1.5,4,3,2,62.1,58.0,6458
16432,0.9,2,5,4,63.6,59.0,4309
16433,0.57,5,2,8,61.0,55.0,1779
16434,1.24,5,4,4,62.3,57.0,8799
16435,0.75,5,6,4,62.4,57.0,3263
16436,0.31,5,7,4,62.5,56.0,942
16437,0.51,4,5,5,62.2,58.0,1749
16438,1.01,3,7,2,62.2,60.0,4588
16439,1.08,4,4,2,59.8,57.0,4318
16440,0.72,5,6,6,62.0,56.0,3874
16441,0.76,5,5,2,61.5,55.0,2694
16442,0.55,3,5,3,63.6,57.0,1271
16443,1.1,3,5,4,61.4,58.0,6810
16444,1.0,1,4,3,63.1,59.0,4163
16445,0.32,3,2,4,63.0,57.0,449
16446,0.54,5,6,5,62.6,55.0,1823
16447,1.01,4,2,3,59.9,59.0,4129
16448,1.01,5,7,4,60.6,57.0,7602
16449,0.9,4,4,5,62.7,60.0,4460
16450,1.82,3,4,3,62.7,58.0,15025
16451,0.32,5,4,6,61.9,57.0,936
16452,0.7,4,6,2,62.9,59.0,2307
16453,0.32,5,5,3,61.0,55.0,648
16454,0.49,5,3,3,59.9,56.0,1102
16455,1.55,5,4,6,61.9,54.0,15512
16456,0.3,4,2,6,61.9,61.0,675
16457,0.71,3,6,4,61.6,56.0,2630
16458,1.51,4,4,3,59.7,58.0,10020
16459,0.54,5,6,5,61.0,56.0,2041
16460,1.21,5,4,2,62.1,57.0,5226
16461,1.56,5,1,5,62.5,56.0,8763
16462,0.36,4,6,3,60.9,60.0,810
16463,0.25,5,6,6,61.7,56.0,705
16464,0.5,4,1,3,60.7,58.0,1125
16465,1.5,2,3,4,61.2,61.0,10291
16466,1.09,5,2,5,62.7,54.0,5401
16467,1.01,2,5,5,64.0,56.0,5786
16468,0.4,4,4,6,62.0,58.0,1050
16469,0.7,4,6,5,62.2,58.0,2800
16470,2.04,4,3,2,62.8,57.0,13790
16471,1.03,3,5,2,62.2,56.0,4449
16472,1.09,2,7,8,58.7,61.0,16406
16473,1.05,4,4,8,60.6,60.0,9012
16474,0.48,3,1,2,62.3,63.0,1080
16475,0.72,1,7,3,65.6,60.0,2364
16476,0.61,3,6,3,62.1,55.0,1829
16477,0.7,3,3,2,61.6,56.1,2306
16478,0.26,2,3,6,63.3,58.0,468
16479,1.01,5,6,3,60.8,56.0,5534
16480,0.35,5,4,4,61.3,56.0,646
16481,1.12,3,4,7,60.9,57.0,8408
16482,0.31,5,3,2,61.0,56.0,421
16483,1.4,4,4,2,62.0,60.0,7357
16484,0.56,5,5,4,62.1,57.0,1814
16485,0.71,3,3,3,61.5,56.0,2471
16486,2.21,4,3,3,61.1,58.0,13983
16487,1.5,5,4,4,61.7,54.0,13135
16488,0.43,4,5,3,61.7,58.0,948
16489,0.9,4,5,2,61.5,59.0,3770
16490,0.3,5,7,5,61.0,58.0,601
16491,1.5,2,4,5,63.6,57.0,10036
16492,0.3,5,3,6,61.0,55.0,577
16493,1.07,5,5,2,61.6,57.0,5405
16494,0.3,5,3,7,61.3,57.0,665
16495,1.01,5,7,3,62.0,57.0,5939
16496,1.21,4,3,5,61.2,60.0,6056
16497,1.01,5,5,4,61.6,56.0,7229
16498,1.12,4,2,3,61.1,59.0,4373
16499,0.72,2,2,5,61.8,61.0,2048
16500,1.26,5,4,6,60.7,56.0,10367
16501,0.41,5,7,3,61.4,56.0,791
16502,2.01,4,2,3,62.4,61.0,15707
16503,0.31,5,4,5,61.3,56.0,802
16504,1.15,5,6,3,60.2,57.0,6517
16505,0.3,4,7,3,59.7,59.0,552
16506,1.0,4,6,4,61.3,58.0,7168
16507,1.14,4,3,4,61.3,59.0,5858
16508,1.11,3,1,3,62.0,58.0,3901
16509,1.57,4,3,4,62.2,58.0,11415
16510,1.01,5,6,2,61.1,57.0,4666
16511,1.23,4,5,5,61.3,60.0,9319
16512,0.37,5,5,6,60.7,57.0,839
16513,0.4,3,6,3,62.9,58.0,707
16514,0.41,5,4,7,61.5,57.0,1123
16515,1.01,4,7,3,62.9,59.0,5543
16516,0.31,5,3,4,62.2,55.0,628
16517,0.24,3,7,6,60.1,57.0,499
16518,1.14,4,5,7,59.4,59.0,11654
16519,1.01,5,4,4,61.7,57.0,6104
16520,1.52,5,6,2,60.1,57.0,9405
16521,0.76,5,2,4,61.3,56.0,2793
16522,1.65,4,7,3,60.4,60.0,11310
16523,0.4,5,3,8,61.9,55.0,1074
16524,0.56,5,4,5,60.7,55.0,1855
16525,0.43,4,4,4,61.1,58.0,1113
16526,1.0,5,6,3,61.4,58.0,5555
16527,0.38,5,6,7,61.9,53.7,1245
16528,0.91,2,4,2,62.5,60.0,3149
16529,1.2,4,3,3,59.5,58.0,6588
16530,1.06,4,4,3,62.2,57.0,5113
16531,1.12,5,4,4,60.8,57.0,6683
16532,0.59,5,6,3,62.2,55.0,1561
16533,2.75,5,7,1,60.9,57.0,13156
16534,0.31,5,3,4,61.2,56.0,507
16535,0.77,5,5,3,61.5,55.0,3321
16536,0.71,4,4,2,62.7,60.0,2147
16537,0.39,5,3,2,61.5,57.0,558
16538,1.54,4,2,2,60.1,61.0,7727
16539,0.65,3,3,7,61.6,58.0,2318
16540,0.9,5,4,7,61.5,56.0,6680
16541,0.36,5,6,5,62.0,54.2,863
16542,0.43,4,5,5,59.9,58.0,1129
16543,2.38,4,1,3,62.4,58.0,12364
16544,0.53,5,6,4,62.0,55.0,1607
16545,0.32,3,2,2,63.1,58.0,480
16546,0.59,5,4,6,62.7,56.0,2125
16547,0.3,4,3,5,62.6,59.0,675
16548,0.44,5,7,5,62.3,55.0,1235
16549,0.51,5,7,4,62.1,56.0,1882
16550,0.23,2,7,7,60.3,66.0,425
16551,0.24,5,6,7,60.9,56.0,752
16552,1.52,3,7,4,63.4,59.0,14680
16553,0.4,4,6,2,60.5,59.0,821
16554,0.5,2,6,3,63.3,58.0,1316
16555,1.16,4,4,3,62.5,58.0,6132
16556,0.51,2,6,3,63.9,56.0,1443
16557,0.42,4,3,7,62.0,58.0,1068
16558,1.18,2,4,3,58.0,59.0,6743
16559,0.31,3,4,6,62.9,58.0,707
16560,1.01,1,3,3,65.3,61.0,3869
16561,0.32,5,2,7,61.7,55.0,756
16562,1.01,2,2,2,61.8,62.0,3399
16563,1.02,3,3,2,60.9,58.0,4039
16564,0.31,5,6,2,61.7,56.0,435
16565,0.59,3,4,3,63.0,57.0,1412
16566,0.9,5,3,3,61.5,57.0,3644
16567,1.7,4,4,4,59.0,58.0,15941
16568,0.7,3,6,5,60.7,57.0,3358
16569,0.3,5,2,3,62.3,56.0,394
16570,2.0,4,1,2,59.8,60.0,11899
16571,0.9,5,3,2,61.9,55.0,4101
16572,0.31,5,4,8,61.4,55.0,891
16573,0.9,3,3,2,61.2,57.0,3481
16574,0.71,5,2,4,62.3,58.0,2360
16575,1.01,3,3,3,63.1,60.0,4513
16576,0.55,5,7,4,62.3,55.0,2030
16577,2.0,2,4,3,63.6,61.0,17405
16578,1.14,5,4,5,60.9,57.0,7750
16579,1.4,5,4,4,61.7,56.0,10311
16580,0.88,5,2,3,62.4,55.0,3264
16581,1.51,3,1,6,62.6,63.0,8550
16582,2.39,4,3,3,61.8,58.0,15917
16583,0.53,5,7,4,61.4,56.0,1783
16584,0.57,5,7,4,61.3,56.0,2546
16585,0.71,5,5,5,61.5,57.0,3404
16586,1.13,3,3,4,61.7,56.0,5625
16587,0.7,3,2,3,61.1,56.0,2021
16588,1.31,5,4,5,60.5,57.0,10155
16589,0.42,4,4,4,61.9,58.0,1087
16590,0.9,2,5,5,63.5,57.0,4580
16591,0.49,2,5,5,59.2,60.9,1294
16592,1.17,5,4,7,61.7,57.0,10342
16593,1.5,4,6,4,62.1,60.0,14386
16594,0.3,5,3,8,61.5,56.0,764
16595,0.36,4,6,5,61.5,59.0,727
16596,1.5,2,2,5,61.2,62.0,9278
16597,0.26,3,4,6,62.3,56.0,486
16598,1.14,2,7,8,61.7,63.0,17499
16599,0.33,4,4,4,60.6,61.0,743
16600,1.24,3,4,2,60.5,60.0,6354
16601,0.73,4,6,2,60.8,60.0,2409
16602,1.51,5,5,4,62.4,56.0,14247
16603,2.02,5,4,2,61.7,57.0,17265
16604,0.52,3,7,4,60.6,56.0,1822
16605,0.84,5,7,3,62.4,57.0,3685
16606,0.4,4,7,2,62.2,58.0,666
16607,0.53,5,5,6,62.2,56.0,2158
16608,1.25,4,1,3,62.0,58.0,5073
16609,0.5,3,4,3,62.8,55.0,1170
16610,1.73,5,1,4,63.0,57.0,10076
16611,1.01,4,5,3,62.2,59.0,4418
16612,0.26,5,5,8,62.0,56.0,733
16613,0.23,3,5,8,59.5,58.0,530
16614,0.34,4,4,8,60.5,58.0,879
16615,0.31,3,5,6,62.0,55.0,754
16616,1.5,3,4,4,60.5,57.0,12014
16617,0.41,3,4,6,63.3,59.0,1051
16618,0.7,5,6,3,62.4,55.0,2407
16619,0.71,3,5,4,60.6,58.0,2697
16620,0.33,5,7,4,62.6,56.0,781
16621,2.01,3,1,3,59.3,62.0,12257
16622,0.31,3,5,4,62.1,54.0,500
16623,1.1,3,3,3,62.9,57.0,5521
16624,1.36,4,6,2,61.7,59.0,7421
16625,2.02,3,4,2,62.8,55.0,15877
16626,2.03,5,2,4,59.9,60.0,15826
16627,1.13,5,3,2,60.4,56.0,3797
16628,1.73,4,4,5,61.6,60.0,11867
16629,0.4,3,3,4,62.1,56.0,746
16630,0.92,5,3,2,60.5,57.0,3854
16631,2.02,4,2,4,61.2,60.0,11059
16632,0.31,5,6,6,61.2,56.0,979
16633,0.7,2,6,5,57.2,62.0,2782
16634,0.75,5,6,3,60.8,56.0,3045
16635,1.5,3,6,2,62.7,59.0,8167
16636,0.56,3,6,4,61.9,55.0,1819
16637,0.9,4,7,3,59.4,61.0,4735
16638,1.0,1,2,4,65.7,58.0,3265
16639,0.32,5,6,4,62.1,55.0,702
16640,0.55,4,5,5,61.0,59.0,1755
16641,0.57,3,6,2,59.7,57.0,1244
16642,0.56,5,5,6,61.1,57.0,2676
16643,0.38,4,5,7,61.6,58.0,1200
16644,0.7,3,7,5,60.3,58.0,4095
16645,0.35,5,5,7,61.8,54.0,945
16646,0.7,5,2,5,62.2,57.0,2355
16647,2.36,5,2,2,60.8,54.0,11238
16648,0.9,3,5,2,62.8,54.0,3217
16649,0.71,3,4,3,61.1,61.0,1942
16650,1.01,2,4,6,63.1,56.0,7430
16651,0.3,5,4,6,62.7,57.0,684
16652,0.31,5,3,3,61.8,54.0,464
16653,0.54,4,7,4,61.6,56.0,1627
16654,1.51,2,4,2,63.7,57.0,7695
16655,0.41,4,5,5,61.1,58.0,1007
16656,0.32,5,4,7,61.4,57.0,814
16657,0.55,2,6,4,59.8,61.0,1695
16658,0.34,3,4,5,62.2,55.0,640
16659,0.4,5,3,4,61.6,57.0,800
16660,0.9,4,7,4,62.6,59.0,5001
16661,2.0,3,3,3,63.3,59.0,17760
16662,1.01,5,4,3,61.4,55.0,4653
16663,0.31,2,7,3,63.1,57.0,571
16664,1.01,2,7,4,62.5,62.0,6563
16665,0.71,5,7,4,62.0,57.0,3153
16666,0.47,5,7,4,61.9,56.0,1319
16667,1.0,3,5,3,62.5,56.0,4643
16668,0.33,5,6,5,60.6,57.0,1002
16669,0.4,3,6,4,62.9,55.0,912
16670,0.5,4,6,2,61.8,59.0,1181
16671,1.01,5,4,3,61.5,56.0,4129
16672,1.11,5,5,7,59.7,58.0,12956
16673,0.77,4,7,4,61.2,59.0,3428
16674,0.4,5,2,6,62.0,57.0,758
16675,0.71,2,3,3,57.9,62.0,2354
16676,1.2,5,5,7,62.0,56.0,11455
16677,2.02,4,5,2,62.1,56.0,18678
16678,0.3,4,7,4,61.0,60.0,911
16679,0.51,5,6,3,61.7,57.0,1402
16680,0.4,3,6,3,62.2,62.0,687
16681,1.42,4,3,3,62.3,58.0,8102
16682,0.31,4,4,5,59.6,61.0,802
16683,0.79,4,4,5,61.3,59.0,3053
16684,0.51,3,3,6,62.2,61.0,1577
16685,2.42,4,1,2,62.4,58.0,16198
16686,0.82,4,3,5,62.5,59.0,3008
16687,1.23,5,3,4,61.7,56.0,7687
16688,1.0,3,5,3,60.5,60.0,5119
16689,0.79,5,3,6,62.0,55.9,3324
16690,0.53,2,2,2,63.6,58.0,942
16691,0.41,3,6,3,63.3,57.0,969
16692,0.61,5,3,4,62.5,54.0,1591
16693,0.34,5,5,5,60.9,57.0,723
16694,0.41,5,7,3,62.6,57.0,791
16695,0.5,4,7,3,62.3,58.0,1654
16696,1.09,5,4,7,62.1,55.0,8778
16697,1.05,4,4,4,62.5,55.0,5927
16698,1.0,1,2,3,67.9,62.0,2856
16699,1.03,2,1,3,63.6,57.0,2855
16700,0.82,4,2,4,62.2,59.0,2692
16701,0.39,4,4,4,59.8,61.0,942
16702,0.3,4,6,4,61.7,60.0,731
16703,0.73,3,7,5,61.1,59.0,4116
16704,0.5,5,3,5,60.5,57.0,1449
16705,0.75,5,2,5,63.0,57.0,2613
16706,1.01,4,3,2,59.9,59.0,4242
16707,0.75,4,5,2,62.2,58.0,2501
16708,1.53,3,5,3,58.5,59.0,11713
16709,0.9,2,4,4,62.9,62.0,3918
16710,0.3,5,6,4,61.6,56.0,844
16711,0.32,4,4,8,59.9,58.0,1020
16712,1.04,4,5,3,62.5,60.0,5724
16713,1.04,5,1,6,61.1,58.0,5242
16714,1.39,4,3,4,62.5,59.0,7006
16715,1.52,5,5,2,61.9,57.0,9948
16716,0.35,4,2,3,62.5,58.0,472
16717,0.32,5,5,6,61.3,56.0,1002
16718,0.32,5,2,6,61.5,56.0,720
16719,0.81,4,4,4,61.4,60.0,3193
16720,0.35,5,4,5,60.6,56.0,706
16721,1.51,3,6,5,63.2,58.0,14904
16722,0.53,5,7,4,62.1,55.0,1857
16723,0.3,3,7,3,61.3,60.0,552
16724,1.01,5,5,2,62.7,57.0,3945
16725,0.41,2,4,2,63.4,58.0,611
16726,1.0,4,4,2,62.2,57.0,3998
16727,0.34,2,4,3,63.9,58.0,507
16728,0.7,4,5,4,63.0,61.0,2648
16729,0.32,5,6,4,62.0,55.0,702
16730,1.2,3,3,4,62.5,59.0,6870
16731,2.01,4,5,2,60.3,60.0,16881
16732,0.4,5,6,4,62.6,57.0,912
16733,1.02,5,4,1,61.5,56.0,3382
16734,1.01,3,2,3,63.5,53.0,4794
16735,0.52,5,3,3,62.3,54.0,1074
16736,0.38,5,6,3,62.1,55.0,685
16737,0.71,4,6,3,60.1,60.0,2552
16738,1.51,5,1,5,61.9,56.0,8524
16739,0.51,4,5,4,63.0,55.0,1574
16740,1.01,1,2,5,64.9,56.0,3801
16741,0.27,3,3,7,61.2,57.0,504
16742,0.9,1,4,2,65.3,59.0,2834
16743,2.2,3,2,2,60.2,60.0,15424
16744,0.6,4,6,4,62.7,58.0,1915
16745,0.3,5,7,3,62.1,56.0,552
16746,0.51,5,4,6,61.9,55.0,1926
16747,1.0,1,6,2,66.6,59.0,3136
